latitude,longitude,value,mean,median,mse_mean,mse_median,method
1026000,330000,7.997652054,8.070954707795465,8.069364460399683,0.005373279053457908,0.005142669231633361,gwr_bias_corr_bootstrap_stats.csv
90000,342000,10.61170483,10.52831055838004,10.529940563480832,0.006954604539023748,0.006685395279417721,gwr_bias_corr_bootstrap_stats.csv
870000,342000,8.743416786,8.53618437509631,8.541696963214246,0.042945272128955464,0.040690886904715624,gwr_bias_corr_bootstrap_stats.csv
954000,342000,7.979116917,7.869340412406587,7.863696126282786,0.012050880960747513,0.013321958929786864,gwr_bias_corr_bootstrap_stats.csv
966000,342000,7.863232136,7.771449387989243,7.774312827193665,0.008424072832406062,0.00790664347859635,gwr_bias_corr_bootstrap_stats.csv
978000,342000,8.161559105,8.00499266224847,8.004340852501073,0.024513050995867938,0.024717578918816353,gwr_bias_corr_bootstrap_stats.csv
1038000,342000,8.132622719,8.244330695427012,8.241515499695728,0.0124786719974177,0.011857637687647827,gwr_bias_corr_bootstrap_stats.csv
1050000,342000,8.215909004,8.31724970486535,8.319036803127961,0.010269937651880388,0.01063534295297705,gwr_bias_corr_bootstrap_stats.csv
78000,354000,10.98962402,10.850695485241587,10.84893578989264,0.019301137770119707,0.01979317809074191,gwr_bias_corr_bootstrap_stats.csv
870000,354000,8.607823372,8.472570535907778,8.47709590089663,0.018293329670989605,0.017089671701082415,gwr_bias_corr_bootstrap_stats.csv
990000,354000,8.303850174,8.066718304737853,8.067060624628908,0.056231523419760565,0.05606929069136507,gwr_bias_corr_bootstrap_stats.csv
1002000,354000,8.157179832,8.039398330432105,8.038175996021351,0.013872482111588187,0.014161912977633234,gwr_bias_corr_bootstrap_stats.csv
1050000,354000,8.250723839,8.335548056755528,8.333980451641619,0.007195147917837016,0.006931663548556405,gwr_bias_corr_bootstrap_stats.csv
66000,366000,10.84586334,10.671095683343552,10.672042703407742,0.03054373381318594,0.03021361370533755,gwr_bias_corr_bootstrap_stats.csv
78000,366000,11.17273426,10.7483276030085,10.75306389226686,0.18012101049870125,0.1761232175532689,gwr_bias_corr_bootstrap_stats.csv
690000,366000,9.30381012,9.147826843363632,9.149691032896111,0.024330782590217714,0.023752693009735884,gwr_bias_corr_bootstrap_stats.csv
702000,366000,8.982893944,9.122849080465196,9.125953963280423,0.01958744022299141,0.020466169116514936,gwr_bias_corr_bootstrap_stats.csv
714000,366000,8.866492271,8.928283808527533,8.926672878188171,0.003818194110016529,0.0036217054815369095,gwr_bias_corr_bootstrap_stats.csv
738000,366000,8.743351936,8.667186381308062,8.666865514042007,0.0058011917215306285,0.005850172743936161,gwr_bias_corr_bootstrap_stats.csv
870000,366000,8.662410736,8.445274941866282,8.450055232391048,0.04714795309408026,0.04509485991301179,gwr_bias_corr_bootstrap_stats.csv
1014000,366000,8.308759689,8.199739723093453,8.198663669924231,0.011885352966264804,0.012121133416332077,gwr_bias_corr_bootstrap_stats.csv
1026000,366000,8.223379135,8.186110123475594,8.183750498045239,0.0013889792200063472,0.001570428866892279,gwr_bias_corr_bootstrap_stats.csv
1050000,366000,8.263080597,8.28697842459218,8.287499978562858,0.0005711061636255363,0.0005963061959124357,gwr_bias_corr_bootstrap_stats.csv
78000,378000,10.53243351,10.178847980776732,10.180166180960748,0.1250227264760989,0.12409227110844875,gwr_bias_corr_bootstrap_stats.csv
678000,378000,9.046504974,8.85675386371818,8.858300803781248,0.03600548385318287,0.0354208096877289,gwr_bias_corr_bootstrap_stats.csv
750000,378000,8.576183319,8.729270086767155,8.727520623953883,0.023435558465394784,0.022902979870704405,gwr_bias_corr_bootstrap_stats.csv
762000,378000,8.541073799,8.294468591307885,8.289059577400716,0.06081412846087108,0.0635111678882929,gwr_bias_corr_bootstrap_stats.csv
870000,378000,8.274389267,8.082456646146161,8.088730708152394,0.03683813094782351,0.03446910047337017,gwr_bias_corr_bootstrap_stats.csv
1038000,378000,8.279243469,8.153350737503402,8.152713172293824,0.015848979843674706,0.01600991598455313,gwr_bias_corr_bootstrap_stats.csv
1050000,378000,8.278594017,8.172655706865095,8.17483826398962,0.011222925554239212,0.010765256282750766,gwr_bias_corr_bootstrap_stats.csv
78000,390000,10.52673817,10.396154882679122,10.397951502065473,0.017051994927526945,0.016586005837678146,gwr_bias_corr_bootstrap_stats.csv
666000,390000,8.233682632,8.444764810398997,8.441805305942818,0.04455568603766567,0.04331504740910831,gwr_bias_corr_bootstrap_stats.csv
774000,390000,8.067575455,8.245132287828813,8.242184759790293,0.03152642888419907,0.030488409319349367,gwr_bias_corr_bootstrap_stats.csv
786000,390000,8.0230093,8.118963602590949,8.116084469441244,0.009207228185715328,0.00866298716651627,gwr_bias_corr_bootstrap_stats.csv
870000,390000,8.429549217,8.13682053442866,8.145034656305157,0.08569008159995246,0.08094853524737959,gwr_bias_corr_bootstrap_stats.csv
1134000,390000,7.409056664,7.332432013805542,7.330978803522743,0.005871337017423065,0.006096152296706142,gwr_bias_corr_bootstrap_stats.csv
1146000,390000,7.531191349,7.530266540926224,7.524461317948847,8.552699733217602e-07,4.5293317949482004e-05,gwr_bias_corr_bootstrap_stats.csv
78000,402000,10.69103622,10.532884383873611,10.53564014649376,0.025012003270148395,0.024147939661156977,gwr_bias_corr_bootstrap_stats.csv
654000,402000,8.57763958,8.71135731867197,8.708206135560856,0.017880433635545413,0.017047625431026083,gwr_bias_corr_bootstrap_stats.csv
798000,402000,8.460778236,8.305470520263132,8.306151972468825,0.024120486567403683,0.023909281373612114,gwr_bias_corr_bootstrap_stats.csv
810000,402000,8.612761497,8.419757041254027,8.422409237674861,0.03725071993779913,0.036233982630184625,gwr_bias_corr_bootstrap_stats.csv
822000,402000,8.287161827,8.296210376423657,8.295396723181593,8.187624667235867e-05,6.781351512161147e-05,gwr_bias_corr_bootstrap_stats.csv
